  Freq. No. =   1,  f = 6.0415e+03 (Hz),  k = (0.1832D+01, 0.0000D+00):
 Solution on the Boundary:
Elements: this line is just for fun 
1 ( -2.957584e+06 , -4.419648e+06 ) 
1521 ( -1.741019e+06 , -6.495784e+02 ) 
1522 ( 3.781291e+05 , -3.475024e+05 ) 
1523 ( -2.906686e+06 , 2.419034e+06 ) 
1524 ( -3.720927e+06 , 5.763858e+06 ) 
1525 ( 3.062558e+06 , 9.278663e+05 ) 
1526 ( 3.054040e+05 , 3.214861e+06 ) 
1527 ( 1.805317e+06 , 7.950183e+05 ) 
1528 ( 2.634906e+06 , -4.729616e+05 ) 
1529 ( -1.619131e+06 , 1.540672e+06 ) 
1530 ( 5.301480e+05 , 2.053761e+06 ) 
1531 ( -1.863024e+06 , 2.788505e+06 ) 
1532 ( -1.703803e+06 , 3.842499e+06 ) 
1533 ( 3.578983e+06 , 5.500498e+05 ) 
1534 ( 2.442140e+06 , 2.033018e+06 ) 
1535 ( 2.028203e+06 , 1.541821e+06 ) 
1536 ( 2.834094e+06 , 1.590960e+06 ) 
1537 ( -5.886900e+05 , 6.599339e+05 ) 
1538 ( -8.174485e+05 , 6.714986e+05 ) 
1539 ( -1.784124e+06 , 7.402472e+05 ) 
1540 ( 3.445198e+05 , 1.732082e+06 ) 
1541 ( 8.573991e+05 , 1.704605e+06 ) 
1542 ( 1.581478e+06 , 1.819514e+06 ) 
1543 ( 1.210075e+06 , 8.597836e+05 ) 
1544 ( 2.409742e+05 , 9.687052e+05 ) 
1545 ( -3.500840e+04 , 4.809400e+05 ) 
1546 ( 7.945772e+05 , -6.565311e+05 ) 
1547 ( 4.565870e+05 , -4.290795e+05 ) 
1548 ( 1.216052e+06 , 1.162112e+06 ) 
1549 ( 6.956815e+05 , 3.267514e+05 ) 
1550 ( 6.736558e+05 , 1.208812e+06 ) 
1551 ( 1.674356e+05 , 1.161115e+06 ) 
1552 ( 8.248249e+05 , -3.691004e+05 ) 
1553 ( -3.863415e+05 , 1.669233e+05 ) 
1554 ( 1.273610e+06 , -6.615137e+05 ) 
1555 ( 1.125492e+06 , 8.119273e+03 ) 
1556 ( 5.884550e+05 , 9.341142e+05 ) 
1557 ( -5.511117e+05 , 1.409609e+05 ) 
1558 ( -1.429954e+05 , 1.444395e+06 ) 
1559 ( 1.519029e+06 , 1.279401e+06 ) 
1560 ( 1.238736e+06 , -3.694085e+05 ) 
1561 ( -1.836817e+05 , -5.537086e+05 ) 
1562 ( 7.557915e+05 , -5.740031e+05 ) 
1563 ( -5.263553e+05 , 1.161419e+06 ) 
1564 ( -6.197493e+05 , 1.239408e+06 ) 
1565 ( 1.088213e+06 , 1.289197e+06 ) 
1566 ( 2.048717e+05 , 2.447513e+06 ) 
1567 ( 7.437916e+05 , 3.285891e+05 ) 
1568 ( 1.355059e+06 , -2.362031e+05 ) 
1569 ( -8.805534e+05 , 8.565956e+05 ) 
1570 ( 1.610359e+05 , -6.832880e+05 ) 
1571 ( -5.749817e+05 , 1.125776e+06 ) 
1572 ( -7.001139e+05 , 2.493781e+06 ) 
1573 ( 9.445516e+05 , -2.345071e+05 ) 
1574 ( 1.168293e+05 , 8.169465e+05 ) 
1575 ( 9.906082e+05 , -9.411227e+05 ) 
1576 ( 9.677895e+05 , -1.467882e+06 ) 
1577 ( -1.572496e+06 , 2.142172e+06 ) 
1578 ( -1.270528e+06 , -5.348701e+05 ) 
1579 ( -1.179349e+06 , 2.491513e+05 ) 
1580 ( -1.154735e+06 , 1.680732e+06 ) 
1581 ( 2.109797e+05 , -4.807234e+05 ) 
1582 ( -3.710755e+05 , -2.016435e+05 ) 
1583 ( 6.084901e+05 , -2.098244e+06 ) 
1584 ( -4.389946e+05 , -1.755586e+06 ) 
1585 ( -1.154500e+06 , 9.357635e+05 ) 
1586 ( -2.530830e+06 , -3.902779e+05 ) 
1587 ( -2.120595e+06 , 1.908857e+06 ) 
1588 ( -1.472293e+06 , 1.082675e+06 ) 
1589 ( -1.802785e+06 , -2.958400e+06 ) 
1590 ( -2.542296e+06 , -1.530308e+06 ) 
1591 ( -7.299306e+05 , -7.783502e+05 ) 
1592 ( -2.331172e+06 , -2.144736e+06 ) 
1593 ( -2.259959e+06 , 4.598859e+06 ) 
1594 ( 4.946094e+06 , 1.559045e+06 ) 
1595 ( 4.754780e+05 , 1.864894e+06 ) 
1596 ( -2.336738e+06 , 2.572887e+06 ) 
1597 ( -4.358637e+06 , -2.356100e+06 ) 
1598 ( -1.110708e+07 , -7.236750e+06 ) 
1599 ( 8.015057e+05 , -5.872202e+06 ) 
1600 ( -4.882000e+06 , -1.673960e+06 ) 
1601 ( 4.641770e+06 , -1.305243e+04 ) 
1602 ( 8.533788e+06 , -1.594579e+06 ) 
1603 ( -7.927638e+06 , -5.243224e+06 ) 
1604 ( -4.429788e+06 , -6.694787e+06 ) 
1605 ( -3.562507e+06 , 1.077193e+06 ) 
1606 ( -2.738285e+05 , -8.442217e+05 ) 
1607 ( 6.029232e+05 , -5.057041e+04 ) 
1608 ( -2.922248e+05 , -1.485607e+05 ) 
1609 ( 2.037571e+06 , -2.737217e+05 ) 
1610 ( -5.147241e+05 , -3.979985e+05 ) 
1611 ( -5.274053e+05 , -2.953817e+05 ) 
1612 ( -5.998080e+04 , -1.174321e+06 ) 
1613 ( -2.279470e+06 , 8.638331e+05 ) 
1614 ( -5.666163e+05 , -1.809983e+06 ) 
1615 ( 9.517378e+05 , -1.479703e+06 ) 
1616 ( -1.116161e+06 , -4.219098e+05 ) 
1617 ( -4.502148e+05 , -6.089526e+04 ) 
1618 ( -2.219440e+06 , -8.151159e+05 ) 
1619 ( -8.306907e+05 , -1.648937e+06 ) 
1620 ( -4.455318e+05 , -2.044170e+06 ) 
1621 ( -2.539370e+06 , 5.568514e+04 ) 
1622 ( -1.518860e+05 , -3.922413e+05 ) 
1623 ( 6.080526e+05 , 3.774431e+05 ) 
1624 ( -2.245052e+06 , -2.812376e+05 ) 
1625 ( 4.910662e+05 , -6.689715e+04 ) 
1626 ( -6.907622e+05 , -5.383440e+05 ) 
1627 ( 6.841887e+05 , -2.163999e+05 ) 
1628 ( 8.260444e+05 , -5.251083e+05 ) 
1629 ( -1.142250e+06 , -7.294791e+05 ) 
1630 ( -1.600300e+06 , -1.288428e+05 ) 
1631 ( -1.749558e+06 , -1.889212e+04 ) 
1632 ( -1.622519e+06 , -6.496545e+05 ) 
1633 ( -9.614040e+05 , 1.750440e+06 ) 
1634 ( -1.322165e+06 , 2.219491e+06 ) 
1635 ( 6.871651e+05 , 1.581768e+06 ) 
1636 ( -8.733874e+05 , 9.073318e+05 ) 
1637 ( -6.875119e+04 , -8.269166e+04 ) 
1638 ( -6.284765e+05 , -1.276224e+06 ) 
1639 ( -2.173372e+06 , 6.663565e+04 ) 
1640 ( -1.586849e+06 , 1.331725e+06 ) 
1641 ( 1.281086e+06 , 1.278472e+06 ) 
1642 ( -4.165456e+03 , 2.186135e+06 ) 
1643 ( -3.448533e+04 , -3.431274e+05 ) 
1644 ( 3.936358e+05 , -9.901563e+05 ) 
1645 ( -1.068278e+06 , 1.663113e+06 ) 
1646 ( -1.041703e+06 , -1.628950e+05 ) 
1647 ( -6.872225e+05 , 1.565706e+06 ) 
1648 ( -6.977577e+05 , 2.705867e+06 ) 
1649 ( 1.578929e+05 , -7.980423e+05 ) 
1650 ( -3.243048e+05 , -3.483925e+05 ) 
1651 ( 3.057940e+03 , -1.126130e+06 ) 
1652 ( -4.090654e+05 , -1.488364e+06 ) 
1653 ( -5.226245e+05 , 1.075666e+06 ) 
1654 ( -1.559292e+05 , 7.669658e+05 ) 
1655 ( -2.838932e+05 , 1.732792e+06 ) 
1656 ( -4.655055e+05 , 8.591278e+05 ) 
1657 ( 8.494078e+05 , -7.054806e+05 ) 
1658 ( -2.362677e+04 , 4.639884e+05 ) 
1659 ( 1.780636e+04 , 5.469765e+05 ) 
1660 ( 3.841115e+05 , 7.433594e+04 ) 
1661 ( -3.486967e+05 , 3.455300e+05 ) 
1662 ( 5.097291e+05 , 6.845258e+05 ) 
1663 ( -4.496227e+05 , 2.247021e+06 ) 
1664 ( -2.840914e+05 , 1.139122e+06 ) 
1665 ( 1.564633e+06 , -1.651229e+06 ) 
1666 ( 9.198645e+05 , 1.013408e+05 ) 
1667 ( 6.574373e+05 , 8.382401e+05 ) 
1668 ( 1.393644e+06 , -1.365847e+05 ) 
1669 ( -6.841221e+05 , 2.703483e+06 ) 
1670 ( 1.249970e+06 , 3.074480e+06 ) 
1671 ( -1.681934e+05 , 9.685960e+05 ) 
1672 ( 2.121348e+05 , 1.294241e+06 ) 
1673 ( 4.029179e+06 , -3.378797e+06 ) 
1674 ( 3.996047e+06 , 1.709539e+05 ) 
1675 ( 2.632712e+06 , 3.305417e+06 ) 
1676 ( 3.121321e+06 , 1.148304e+06 ) 
1677 ( -2.273689e+05 , -2.605842e+06 ) 
1678 ( 1.468892e+06 , 2.347176e+06 ) 
1679 ( 4.471412e+05 , 3.760336e+06 ) 
1680 ( 2.653091e+06 , 4.624863e+05 ) 
1681 ( 1.275460e+06 , 1.234390e+06 ) 
1682 ( -6.170380e+05 , 1.705759e+06 ) 
1683 ( -3.124042e+05 , 1.823574e+06 ) 
1684 ( 1.336366e+06 , 2.661128e+06 ) 
1685 ( -3.586269e+05 , 1.022542e+06 ) 
1686 ( 2.728792e+05 , 2.298962e+06 ) 
1687 ( -1.460726e+06 , 1.582888e+06 ) 
1688 ( -1.262781e+06 , 1.565486e+06 ) 
1689 ( 2.730270e+06 , -2.280441e+05 ) 
1690 ( 1.967336e+06 , 8.587386e+05 ) 
1691 ( 1.062233e+06 , 2.094116e+06 ) 
1692 ( 1.799345e+06 , 2.144716e+06 ) 
1693 ( 1.833235e+05 , -1.326578e+05 ) 
1694 ( 1.554181e+05 , 2.566141e+06 ) 
1695 ( -1.280136e+06 , 2.495971e+06 ) 
1696 ( 7.535270e+05 , 9.461521e+05 ) 
1697 ( 2.612353e+06 , 1.363448e+06 ) 
1698 ( 2.654578e+06 , 6.650034e+05 ) 
1699 ( 1.454818e+06 , 8.823175e+05 ) 
1700 ( 1.497989e+06 , 2.617185e+06 ) 
1701 ( 7.844195e+05 , 5.411273e+05 ) 
1702 ( -1.298136e+06 , 2.297723e+06 ) 
1703 ( -2.218108e+06 , 9.427238e+05 ) 
1704 ( 1.312868e+06 , 3.258499e+05 ) 
1705 ( -4.468426e+05 , 9.924118e+05 ) 
1706 ( 2.050395e+06 , 4.213216e+05 ) 
1707 ( 8.666646e+05 , 2.880556e+06 ) 
1708 ( -8.916549e+05 , 2.842443e+06 ) 
1709 ( 2.938158e+06 , 6.149807e+05 ) 
1710 ( 2.598651e+06 , 4.221473e+05 ) 
1711 ( 1.932355e+06 , -2.779163e+06 ) 
1712 ( 3.347315e+06 , -9.002635e+05 ) 
1713 ( -1.717889e+06 , 1.102607e+06 ) 
1714 ( -1.222931e+06 , 2.070313e+06 ) 
1715 ( -5.909822e+04 , 4.118770e+06 ) 
1716 ( 6.689249e+05 , 2.017220e+06 ) 
1717 ( 1.792754e+04 , -6.314976e+05 ) 
1718 ( 8.967797e+05 , -1.508074e+05 ) 
1719 ( 2.911013e+05 , 2.438695e+05 ) 
1720 ( -5.996350e+05 , 7.321709e+05 ) 
1721 ( 3.441648e+05 , 1.619453e+06 ) 
1722 ( 8.808782e+05 , 1.912029e+06 ) 
1723 ( 9.201624e+05 , 1.174095e+06 ) 
1724 ( 1.112739e+06 , 7.374003e+05 ) 
1725 ( 5.414673e+05 , 3.488024e+04 ) 
1726 ( 8.272870e+05 , 1.115807e+06 ) 
1727 ( 5.081955e+05 , 1.280666e+06 ) 
1728 ( 7.888769e+05 , 1.561255e+06 ) 
1729 ( 1.239500e+05 , 2.134008e+06 ) 
1730 ( 2.723295e+05 , 1.760247e+06 ) 
1731 ( 1.904618e+05 , 8.615504e+05 ) 
1732 ( 6.238506e+05 , 1.534163e+06 ) 
1733 ( -1.275752e+04 , 6.823804e+05 ) 
1734 ( 2.730571e+05 , -1.039775e+05 ) 
1735 ( 4.331420e+05 , -4.271433e+05 ) 
1736 ( 2.261047e+05 , 1.039770e+06 ) 
1737 ( -7.072620e+05 , 2.366835e+06 ) 
1738 ( -6.667396e+05 , 2.146554e+06 ) 
1739 ( 2.505103e+05 , -4.391214e+05 ) 
1740 ( -1.827681e+04 , 3.466497e+05 ) 
1741 ( -5.035311e+05 , 1.642177e+06 ) 
1742 ( -6.848495e+05 , 5.065021e+05 ) 
1743 ( -5.329378e+05 , 1.257354e+06 ) 
1744 ( -8.929124e+05 , 2.350884e+06 ) 
1745 ( -3.456484e+04 , 3.255298e+06 ) 
1746 ( -1.667718e+06 , 9.177327e+05 ) 
1747 ( -2.335190e+04 , -8.196363e+05 ) 
1748 ( -6.897257e+05 , 1.070676e+06 ) 
1749 ( -1.700654e+06 , 3.037224e+06 ) 
1750 ( -1.274914e+06 , -1.277652e+05 ) 
1751 ( -2.096577e+06 , -2.089704e+06 ) 
1752 ( -2.592696e+06 , 5.219246e+05 ) 
1753 ( -4.275955e+05 , 2.812437e+04 ) 
1754 ( 8.179683e+05 , -2.129001e+06 ) 
1755 ( 2.094737e+06 , -1.987367e+06 ) 
1756 ( 6.524583e+04 , -8.688275e+05 ) 
1757 ( -1.373443e+06 , 2.798366e+05 ) 
1758 ( -2.996977e+04 , -3.646198e+04 ) 
1759 ( 8.710066e+05 , -7.051861e+05 ) 
1760 ( 2.177198e+05 , -1.749601e+06 ) 
1761 ( -5.729705e+05 , 1.131557e+06 ) 
1762 ( -1.566778e+06 , -1.087995e+06 ) 
1763 ( 2.603576e+05 , -1.743317e+06 ) 
1764 ( -1.098103e+05 , -7.273335e+03 ) 
1765 ( -2.429707e+06 , 1.629226e+06 ) 
1766 ( -3.174295e+05 , 4.167636e+05 ) 
1767 ( -3.976330e+05 , -1.010022e+06 ) 
1768 ( -2.300339e+06 , -8.258765e+05 ) 
1769 ( -2.054924e+04 , -8.629002e+05 ) 
1770 ( -1.993689e+06 , -3.722769e+06 ) 
1771 ( 2.341876e+06 , -2.209577e+06 ) 
1772 ( 8.885429e+05 , -4.131522e+05 ) 
1773 ( -4.103526e+06 , 2.357949e+05 ) 
1774 ( 6.604987e+05 , 3.027248e+06 ) 
1775 ( -2.530715e+06 , -6.505535e+05 ) 
1776 ( -6.048285e+06 , -3.224141e+06 ) 
1777 ( 1.457595e+06 , 3.287172e+06 ) 
1778 ( -3.018222e+06 , -5.779269e+05 ) 
1779 ( 5.264471e+06 , 3.381864e+06 ) 
1780 ( 1.034344e+07 , 4.824532e+06 ) 
1781 ( -2.115847e+06 , -4.645371e+06 ) 
1782 ( 2.332498e+05 , -3.585717e+06 ) 
1783 ( -3.663631e+06 , -5.678891e+06 ) 
1784 ( -1.265273e+07 , -4.541342e+06 ) 
1785 ( 2.512734e+05 , 4.583318e+06 ) 
1786 ( 8.961856e+05 , 4.466654e+06 ) 
1787 ( -1.560306e+05 , 2.926506e+06 ) 
1788 ( -3.313937e+05 , 6.165652e+05 ) 
1789 ( -1.008971e+06 , 2.593150e+04 ) 
1790 ( -2.359250e+06 , -2.914076e+06 ) 
1791 ( -7.377177e+06 , -2.200592e+06 ) 
1792 ( 8.880343e+06 , 2.169805e+06 ) 
1793 ( -2.441167e+05 , 1.023702e+05 ) 
1794 ( -4.783033e+05 , 3.710349e+05 ) 
1795 ( 1.630660e+05 , -1.277591e+06 ) 
1796 ( -1.214846e+06 , -2.647582e+06 ) 
1797 ( -6.076662e+05 , 4.088796e+05 ) 
1798 ( -7.841274e+05 , -1.889081e+06 ) 
1799 ( -4.460998e+05 , -9.212092e+05 ) 
1800 ( -7.561695e+05 , 4.330092e+05 ) 
1801 ( -7.291432e+05 , -5.636487e+05 ) 
1802 ( -1.124281e+06 , -3.600390e+05 ) 
1803 ( -3.915170e+05 , -1.335907e+06 ) 
1804 ( -7.684592e+05 , -2.225733e+06 ) 
1805 ( -1.471237e+05 , -5.551217e+05 ) 
1806 ( 1.904010e+05 , -5.850024e+05 ) 
1807 ( -4.743477e+05 , 1.523286e+06 ) 
1808 ( -1.038865e+06 , 3.548852e+05 ) 
1809 ( 4.108303e+05 , -1.828060e+06 ) 
1810 ( -9.161533e+04 , -2.010574e+06 ) 
1811 ( -2.665126e+05 , -1.046025e+06 ) 
1812 ( 5.241496e+05 , -1.501254e+06 ) 
1813 ( -2.744801e+05 , 4.594868e+05 ) 
1814 ( 3.473514e+05 , 8.762061e+05 ) 
1815 ( -7.610980e+05 , -8.393613e+05 ) 
1816 ( -4.117466e+05 , -1.336941e+06 ) 
1817 ( 1.915350e+06 , -5.870003e+05 ) 
1818 ( -7.004648e+05 , 1.339140e+06 ) 
1819 ( -1.110748e+06 , 2.431809e+06 ) 
1820 ( 1.136224e+06 , 1.159696e+06 ) 
1821 ( 4.901586e+05 , 5.081323e+05 ) 
1822 ( -1.113419e+05 , 1.685854e+06 ) 
1823 ( -2.503477e+06 , 1.964184e+06 ) 
1824 ( -1.414237e+06 , 1.489188e+06 ) 
1825 ( 1.168035e+06 , -1.512892e+06 ) 
1826 ( 6.189999e+05 , -1.071584e+06 ) 
1827 ( 1.135560e+06 , 9.507706e+05 ) 
1828 ( 9.448213e+05 , 9.260585e+05 ) 
1829 ( 5.660777e+05 , -6.462194e+05 ) 
1830 ( 8.106143e+05 , 2.065703e+06 ) 
1831 ( -1.835639e+06 , 1.630004e+06 ) 
1832 ( -2.230339e+05 , -7.482250e+05 ) 
1833 ( 3.850329e+06 , -6.170163e+05 ) 
1834 ( 2.292768e+06 , -4.492768e+04 ) 
1835 ( 7.989967e+05 , 2.669989e+06 ) 
1836 ( 2.295299e+06 , 2.451000e+06 ) 
1837 ( -1.184358e+06 , -2.985894e+05 ) 
1838 ( -1.374059e+06 , 1.963884e+06 ) 
1839 ( -1.201912e+06 , 2.455398e+05 ) 
1840 ( 4.956482e+05 , -7.210337e+05 ) 
1841 ( 2.297417e+06 , 3.259163e+06 ) 
1842 ( 1.231846e+06 , 1.012079e+06 ) 
1843 ( -9.829197e+05 , 2.104149e+06 ) 
1844 ( -6.471582e+05 , 3.251912e+06 ) 
1845 ( 7.566273e+05 , -4.046577e+06 ) 
1846 ( 2.659159e+06 , -3.882407e+05 ) 
1847 ( 2.134395e+06 , 7.439691e+05 ) 
1848 ( 1.947388e+06 , -9.488469e+05 ) 
1849 ( 8.561586e+05 , 2.272591e+06 ) 
1850 ( -1.414062e+04 , 1.519829e+06 ) 
1851 ( -2.817480e+05 , 2.650621e+06 ) 
1852 ( 1.843478e+06 , 1.427365e+06 ) 
1853 ( -1.605989e+06 , -2.623764e+06 ) 
1854 ( 1.507650e+06 , -1.874548e+06 ) 
1855 ( 7.213628e+05 , -5.963614e+05 ) 
1856 ( -1.279225e+05 , -3.997528e+05 ) 
1857 ( 1.770910e+06 , -2.165828e+05 ) 
1858 ( 9.678218e+05 , 2.722116e+06 ) 
1859 ( 8.849856e+05 , 3.138896e+06 ) 
1860 ( 2.180187e+06 , -2.989109e+05 ) 
1861 ( 6.008791e+05 , 6.362935e+03 ) 
1862 ( 9.499504e+05 , 5.739764e+05 ) 
1863 ( -7.524110e+05 , 2.018230e+06 ) 
1864 ( 1.959710e+05 , 2.440438e+06 ) 
1865 ( 1.034965e+06 , -1.865913e+05 ) 
1866 ( 7.482058e+05 , 1.775779e+06 ) 
1867 ( 1.138429e+06 , 1.829324e+06 ) 
1868 ( 1.502424e+06 , 5.518749e+05 ) 
1869 ( 3.994793e+05 , 2.407126e+06 ) 
1870 ( 1.420724e+06 , 1.846737e+06 ) 
1871 ( -7.188957e+05 , 1.003254e+05 ) 
1872 ( 1.506682e+05 , 2.035334e+06 ) 
1873 ( -1.914840e+06 , 9.903729e+05 ) 
1874 ( 7.725997e+05 , 3.692989e+05 ) 
1875 ( 7.731694e+05 , -7.549326e+05 ) 
1876 ( -1.360772e+06 , -5.061289e+05 ) 
1877 ( 1.784240e+06 , 1.323309e+06 ) 
1878 ( 1.376402e+06 , 4.698637e+05 ) 
1879 ( 1.013339e+06 , -1.368025e+05 ) 
1880 ( 1.789901e+06 , 8.283846e+05 ) 
1881 ( -2.274643e+06 , 1.551229e+06 ) 
1882 ( -2.350629e+06 , 9.934536e+05 ) 
1883 ( 1.309954e+05 , -4.599450e+05 ) 
1884 ( -4.900453e+04 , 3.142645e+05 ) 
1885 ( -8.184685e+05 , 2.359235e+06 ) 
1886 ( -9.421204e+04 , 4.843182e+05 ) 
1887 ( -4.223462e+05 , -1.953006e+05 ) 
1888 ( -2.214132e+06 , 1.238249e+06 ) 
1889 ( -6.041160e+05 , -1.587927e+04 ) 
1890 ( -1.076533e+05 , -1.065507e+05 ) 
1891 ( 1.333076e+06 , 3.913595e+04 ) 
1892 ( 4.858548e+05 , -2.707555e+04 ) 
1893 ( -1.330816e+06 , 1.081010e+06 ) 
1894 ( -7.326036e+05 , 3.754313e+05 ) 
1895 ( 1.730202e+04 , -1.372941e+05 ) 
1896 ( -6.827324e+05 , 8.157015e+04 ) 
1897 ( 7.017165e+05 , 1.812938e+06 ) 
1898 ( -8.361503e+05 , 2.037347e+06 ) 
1899 ( -7.785711e+05 , 3.645363e+05 ) 
1900 ( -5.579286e+05 , 7.997106e+05 ) 
1901 ( -1.300944e+06 , 2.455201e+06 ) 
1902 ( -1.289902e+06 , 5.499255e+05 ) 
1903 ( -7.885951e+05 , -5.091092e+04 ) 
1904 ( -1.340239e+06 , 2.049354e+06 ) 
1905 ( 3.472197e+05 , 4.505023e+05 ) 
1906 ( 5.027812e+05 , 1.639314e+06 ) 
1907 ( 2.718688e+05 , 2.441303e+05 ) 
1908 ( -6.381868e+05 , 1.837091e+05 ) 
1909 ( -2.994209e+05 , 3.216087e+06 ) 
1910 ( -1.444416e+06 , 6.740793e+05 ) 
1911 ( -2.253198e+05 , 1.401754e+05 ) 
1912 ( 1.369355e+05 , 2.259482e+06 ) 
1913 ( -1.447192e+06 , 1.164638e+06 ) 
1914 ( -1.862191e+03 , 1.664831e+04 ) 
1915 ( -4.627229e+05 , -2.412464e+06 ) 
1916 ( -1.715905e+06 , -4.906268e+05 ) 
1917 ( 7.704483e+05 , 1.628468e+06 ) 
1918 ( 1.489005e+05 , -2.263182e+05 ) 
1919 ( 1.051004e+06 , 7.461018e+05 ) 
1920 ( 8.418519e+05 , 9.658942e+05 ) 
1921 ( 1.545247e+06 , -6.138947e+05 ) 
1922 ( 2.022593e+06 , 2.327854e+05 ) 
1923 ( 1.487967e+06 , 1.045350e+06 ) 
1924 ( 1.173936e+06 , -3.646244e+05 ) 
1925 ( 3.964206e+05 , -5.035787e+05 ) 
1926 ( 4.001680e+05 , 2.078634e+05 ) 
1927 ( 1.627652e+05 , 7.297611e+05 ) 
1928 ( 1.334012e+06 , 1.405547e+05 ) 
1929 ( 1.238018e+06 , 6.871832e+05 ) 
1930 ( 6.735377e+05 , 1.415467e+06 ) 
1931 ( -6.382228e+05 , 1.061793e+06 ) 
1932 ( 3.186702e+05 , 6.740707e+05 ) 
1933 ( 4.658243e+05 , 9.020506e+04 ) 
1934 ( 5.313505e+05 , -1.430557e+05 ) 
1935 ( 2.074094e+05 , 6.829265e+05 ) 
1936 ( 6.721326e+05 , 1.149988e+06 ) 
1937 ( -4.303179e+05 , -5.359327e+05 ) 
1938 ( 6.620081e+05 , -6.359910e+05 ) 
1939 ( 6.300039e+05 , -4.967804e+04 ) 
1940 ( 3.656971e+05 , -5.423451e+05 ) 
1941 ( 2.026871e+05 , -1.027436e+06 ) 
1942 ( 1.101496e+06 , -9.803345e+05 ) 
1943 ( 1.044966e+06 , 2.230336e+04 ) 
1944 ( 9.404492e+05 , -7.500297e+05 ) 
1945 ( 1.241992e+05 , -1.616895e+05 ) 
1946 ( -2.285802e+05 , 3.457066e+05 ) 
1947 ( -3.835291e+05 , 3.963234e+05 ) 
1948 ( 6.069010e+05 , -6.585086e+05 ) 
1949 ( 1.423224e+05 , -8.479756e+05 ) 
1950 ( 1.045494e+06 , -1.533413e+06 ) 
1951 ( 3.852606e+05 , 3.366588e+05 ) 
1952 ( -5.644055e+04 , 1.761895e+05 ) 
1953 ( -2.359608e+05 , 7.347271e+05 ) 
1954 ( -6.405054e+04 , 2.332849e+05 ) 
1955 ( -1.477379e+06 , -1.585923e+06 ) 
1956 ( -9.957010e+05 , 5.702290e+05 ) 
1957 ( -1.608102e+06 , -2.207449e+06 ) 
1958 ( -8.143526e+05 , -1.198663e+06 ) 
1959 ( -3.665476e+05 , 9.138297e+05 ) 
1960 ( -6.968105e+05 , -4.272403e+05 ) 
1961 ( 2.991951e+06 , -2.086908e+06 ) 
1962 ( -6.129831e+05 , -3.288240e+06 ) 
1963 ( 5.375970e+05 , 2.164565e+06 ) 
1964 ( 2.072539e+06 , 7.412053e+05 ) 
1965 ( -3.702906e+05 , -8.868520e+05 ) 
1966 ( 6.145240e+04 , 1.232286e+06 ) 
1967 ( 5.517736e+05 , 1.721665e+06 ) 
1968 ( -1.479043e+06 , -2.549811e+06 ) 
1969 ( 2.356626e+06 , -2.909126e+06 ) 
1970 ( -3.641107e+06 , -6.600585e+06 ) 
1971 ( -8.033213e+06 , -5.700140e+06 ) 
1972 ( 1.453826e+07 , 1.221793e+07 ) 
1973 ( -2.462490e+06 , 4.672528e+06 ) 
1974 ( 4.579299e+06 , 8.945879e+06 ) 
1975 ( -8.078436e+06 , -7.324081e+05 ) 
1976 ( -4.268697e+06 , -2.706209e+06 ) 
1977 ( -8.915036e+06 , 4.342806e+05 ) 
1978 ( 1.308551e+07 , 8.931591e+06 ) 
1979 ( -4.745393e+06 , -1.370957e+06 ) 
1980 ( -4.948006e+06 , 5.592438e+04 ) 
1981 ( -4.126199e+06 , -3.323092e+06 ) 
1982 ( 3.489923e+05 , -4.475574e+06 ) 
1983 ( 1.577297e+05 , -3.629632e+06 ) 
1984 ( -1.506649e+05 , -3.007230e+06 ) 
1985 ( -6.306264e+05 , -1.151432e+06 ) 
1986 ( -1.358786e+06 , 1.786980e+06 ) 
1987 ( -3.481088e+05 , 1.241316e+06 ) 
1988 ( -8.567537e+05 , 6.033275e+05 ) 
1989 ( -1.076636e+06 , -1.698140e+06 ) 
1990 ( -5.598872e+05 , -9.190450e+04 ) 
1991 ( 1.491449e+06 , 1.080023e+06 ) 
1992 ( 3.173799e+05 , 9.692429e+05 ) 
1993 ( -7.795461e+05 , -1.948489e+05 ) 
1994 ( -1.526393e+05 , 7.199333e+05 ) 
1995 ( -1.907185e+05 , 7.556947e+05 ) 
1996 ( -1.444854e+04 , 7.189555e+05 ) 
1997 ( -1.760393e+03 , -2.158867e+06 ) 
1998 ( 2.274443e+04 , 1.936855e+05 ) 
1999 ( 4.728823e+05 , 6.244585e+05 ) 
2000 ( 1.247744e+05 , 2.137473e+05 ) 
2001 ( 9.280854e+04 , -2.624357e+06 ) 
2002 ( 1.332231e+06 , -3.209746e+05 ) 
2003 ( 6.958977e+05 , -1.580812e+06 ) 
2004 ( -2.956562e+05 , -9.971942e+05 ) 
2005 ( 4.004187e+05 , -1.715098e+06 ) 
2006 ( 1.250054e+06 , -1.295334e+06 ) 
2007 ( -1.635580e+05 , 3.157836e+05 ) 
2008 ( -2.263442e+06 , 2.834371e+06 ) 
2009 ( -2.960145e+05 , 2.309012e+06 ) 
2010 ( 2.215277e+05 , 9.878136e+05 ) 
2011 ( -3.054727e+06 , 3.032845e+06 ) 
2012 ( -2.416092e+06 , 1.101798e+06 ) 
2013 ( 2.133572e+06 , -3.400980e+06 ) 
2014 ( 2.975435e+06 , -8.330036e+05 ) 
2015 ( 8.049685e+05 , -4.454413e+06 ) 
2016 ( 2.641205e+06 , -4.510632e+06 ) 
