  Freq. No. =   1,  f = 8.7415e+03 (Hz),  k = (0.1832D+01, 0.0000D+00):
 Solution on the Boundary:
Elements: this line is just for fun 
1 ( 2.094650e+06 , 1.095560e+07 ) 
1521 ( -7.381982e+05 , 1.010036e+07 ) 
1522 ( 1.240241e+07 , -4.237673e+07 ) 
1523 ( 1.040106e+07 , -4.358846e+07 ) 
1524 ( 2.215076e+07 , -3.409620e+07 ) 
1525 ( -1.507274e+07 , -8.079793e+06 ) 
1526 ( -1.786036e+07 , -3.069285e+07 ) 
1527 ( -1.134557e+07 , 1.155571e+07 ) 
1528 ( -8.312981e+06 , -3.275706e+07 ) 
1529 ( 2.222938e+07 , 1.915694e+06 ) 
1530 ( -1.634396e+06 , 6.941349e+06 ) 
1531 ( -1.000524e+07 , 9.572504e+06 ) 
1532 ( 2.591869e+05 , -2.478365e+07 ) 
1533 ( 3.417992e+06 , 9.676349e+06 ) 
1534 ( -1.201976e+07 , -7.055961e+06 ) 
1535 ( -2.373760e+07 , -7.134868e+06 ) 
1536 ( -1.552618e+07 , 2.995825e+06 ) 
1537 ( 9.272376e+06 , 1.456548e+07 ) 
1538 ( -2.523610e+07 , 4.071431e+06 ) 
1539 ( -1.677791e+07 , 1.152261e+07 ) 
1540 ( -1.002540e+07 , 2.828298e+06 ) 
1541 ( 1.334826e+07 , 2.185489e+07 ) 
1542 ( -1.832172e+07 , 2.451408e+07 ) 
1543 ( -7.736715e+06 , 5.352504e+06 ) 
1544 ( -2.129311e+07 , 5.424946e+06 ) 
1545 ( 6.666110e+06 , 2.644613e+07 ) 
1546 ( -9.929090e+06 , 8.095621e+06 ) 
1547 ( -1.764036e+07 , -6.036945e+06 ) 
1548 ( -2.701236e+07 , 2.142202e+07 ) 
1549 ( -3.855478e+06 , 2.193062e+07 ) 
1550 ( -1.159046e+07 , 2.057662e+07 ) 
1551 ( 2.659787e+06 , 4.359667e+06 ) 
1552 ( -7.346871e+06 , 1.105806e+07 ) 
1553 ( -4.879837e+06 , 2.149672e+07 ) 
1554 ( -8.771187e+06 , 1.779345e+07 ) 
1555 ( 1.561487e+07 , -4.161117e+05 ) 
1556 ( -1.074054e+07 , 2.258049e+07 ) 
1557 ( -1.678651e+07 , 1.779458e+07 ) 
1558 ( -9.317765e+05 , 1.184738e+07 ) 
1559 ( 1.013157e+07 , -2.534085e+06 ) 
1560 ( -1.963940e+07 , 1.581124e+07 ) 
1561 ( -4.415640e+06 , -2.600242e+04 ) 
1562 ( -1.186905e+06 , -2.177831e+05 ) 
1563 ( 3.276216e+06 , -1.406216e+07 ) 
1564 ( -3.233819e+06 , 3.324404e+06 ) 
1565 ( -2.044101e+07 , -7.981803e+06 ) 
1566 ( -9.135434e+05 , -8.082244e+06 ) 
1567 ( 2.611170e+07 , 5.318068e+06 ) 
1568 ( -8.775455e+05 , 5.827219e+06 ) 
1569 ( 8.567112e+05 , -3.971319e+07 ) 
1570 ( 1.811706e+07 , -3.030546e+07 ) 
1571 ( 1.487969e+06 , -8.670633e+06 ) 
1572 ( -6.092713e+06 , -2.194249e+07 ) 
1573 ( -1.107915e+07 , -3.770044e+07 ) 
1574 ( 5.701188e+06 , -4.864975e+07 ) 
1575 ( -3.850756e+05 , -1.141663e+07 ) 
1576 ( 1.019658e+07 , -3.125754e+07 ) 
1577 ( -6.988508e+06 , -6.415516e+07 ) 
1578 ( 4.271627e+06 , -5.389133e+07 ) 
1579 ( 6.745145e+06 , -1.922569e+07 ) 
1580 ( 1.189663e+07 , -5.878286e+07 ) 
1581 ( -7.981119e+06 , -7.272070e+07 ) 
1582 ( 2.323181e+07 , -7.274552e+07 ) 
1583 ( -1.083283e+06 , -1.174141e+07 ) 
1584 ( 3.423607e+06 , -5.236475e+07 ) 
1585 ( -1.247669e+06 , -6.218776e+07 ) 
1586 ( 1.993369e+07 , -6.921742e+07 ) 
1587 ( -1.686788e+07 , -1.763023e+07 ) 
1588 ( 2.084434e+07 , -7.054254e+07 ) 
1589 ( -3.926926e+06 , -8.824824e+07 ) 
1590 ( -2.488734e+07 , -5.637855e+07 ) 
1591 ( -2.165210e+07 , -3.637694e+07 ) 
1592 ( 2.664107e+07 , -8.943439e+07 ) 
1593 ( -1.322478e+07 , -6.842207e+07 ) 
1594 ( -3.482797e+06 , -4.814844e+07 ) 
1595 ( -1.665366e+07 , -5.279574e+07 ) 
1596 ( -2.871079e+07 , -6.357221e+07 ) 
1597 ( -4.629538e+07 , -9.596446e+06 ) 
1598 ( -5.922127e+07 , -2.428416e+07 ) 
1599 ( 1.519244e+07 , -1.654325e+07 ) 
1600 ( 1.665117e+07 , -2.124542e+07 ) 
1601 ( 2.579309e+07 , 9.356264e+07 ) 
1602 ( -1.123271e+07 , 8.642748e+07 ) 
1603 ( -1.069962e+07 , 2.253170e+07 ) 
1604 ( 1.976005e+07 , 2.033626e+07 ) 
1605 ( -3.623951e+07 , -1.559053e+07 ) 
1606 ( -2.985159e+07 , 8.590117e+06 ) 
1607 ( 3.857498e+07 , -1.307891e+07 ) 
1608 ( -8.640530e+06 , 3.486482e+07 ) 
1609 ( 3.587474e+07 , 7.188796e+07 ) 
1610 ( 1.919191e+06 , 5.423806e+07 ) 
1611 ( -1.182398e+07 , 2.318943e+07 ) 
1612 ( 2.632725e+06 , 5.696817e+07 ) 
1613 ( 2.012987e+07 , 3.435456e+07 ) 
1614 ( 2.820172e+07 , 3.023416e+07 ) 
1615 ( 2.540883e+06 , 1.971796e+06 ) 
1616 ( -2.004037e+07 , 3.149782e+07 ) 
1617 ( 1.176818e+07 , 1.128405e+07 ) 
1618 ( 3.160002e+07 , 2.122255e+07 ) 
1619 ( -1.317716e+07 , -4.079595e+06 ) 
1620 ( -8.801983e+06 , 2.035123e+07 ) 
1621 ( 1.626805e+07 , 2.555367e+07 ) 
1622 ( 1.417410e+07 , -3.550822e+06 ) 
1623 ( -8.137731e+06 , -1.725172e+07 ) 
1624 ( 1.090129e+07 , 2.694164e+07 ) 
1625 ( 2.219909e+07 , 8.061602e+06 ) 
1626 ( 3.243146e+07 , 2.278165e+06 ) 
1627 ( -6.587424e+06 , -1.071518e+07 ) 
1628 ( -2.238414e+06 , -5.339722e+06 ) 
1629 ( 6.209228e+06 , -8.563668e+06 ) 
1630 ( 2.367736e+07 , -7.368014e+06 ) 
1631 ( -7.083423e+06 , -3.194843e+07 ) 
1632 ( 9.420127e+06 , -1.124158e+07 ) 
1633 ( 2.814970e+06 , -1.855628e+05 ) 
1634 ( -1.971171e+06 , -2.241451e+07 ) 
1635 ( -1.015603e+07 , -2.190177e+07 ) 
1636 ( 6.370557e+06 , -1.008421e+06 ) 
1637 ( 9.936877e+06 , -1.492851e+07 ) 
1638 ( -1.934695e+06 , -1.553893e+07 ) 
1639 ( -1.452120e+06 , -1.187674e+07 ) 
1640 ( -2.750358e+06 , -2.297968e+07 ) 
1641 ( 4.466582e+06 , -1.695785e+07 ) 
1642 ( 8.279481e+06 , -1.158066e+07 ) 
1643 ( -5.393958e+06 , -1.635129e+07 ) 
1644 ( -8.456363e+06 , -2.061277e+07 ) 
1645 ( -1.226354e+07 , -1.840071e+07 ) 
1646 ( -2.529215e+07 , -1.664498e+07 ) 
1647 ( -1.652191e+06 , 4.678416e+06 ) 
1648 ( 6.456627e+06 , -5.098464e+06 ) 
1649 ( 1.548507e+07 , -1.420708e+07 ) 
1650 ( -5.785717e+06 , -2.274518e+07 ) 
1651 ( -3.312080e+06 , -9.974598e+06 ) 
1652 ( -9.141974e+06 , -2.403803e+07 ) 
1653 ( -1.277833e+07 , -9.106163e+06 ) 
1654 ( -1.378706e+07 , -1.166396e+07 ) 
1655 ( -4.676718e+06 , 6.193553e+06 ) 
1656 ( -8.984682e+06 , -1.635757e+07 ) 
1657 ( -6.673605e+06 , 7.883250e+05 ) 
1658 ( -1.987837e+07 , 6.236430e+06 ) 
1659 ( -1.395975e+06 , 1.571087e+06 ) 
1660 ( -1.635218e+06 , -9.539994e+06 ) 
1661 ( 6.488761e+06 , -1.393956e+06 ) 
1662 ( -3.320072e+06 , -1.234190e+07 ) 
1663 ( 5.352393e+06 , -5.125839e+05 ) 
1664 ( -5.020143e+06 , 3.687134e+06 ) 
1665 ( -4.748066e+06 , 8.249396e+06 ) 
1666 ( -6.890787e+06 , 1.486285e+06 ) 
1667 ( 2.243655e+06 , 8.035670e+06 ) 
1668 ( -5.385044e+06 , -6.462007e+06 ) 
1669 ( -1.596965e+07 , 7.014969e+06 ) 
1670 ( -1.403209e+07 , 1.116698e+07 ) 
1671 ( 1.604623e+07 , -8.643284e+06 ) 
1672 ( -4.924015e+05 , -3.115732e+06 ) 
1673 ( 2.984281e+07 , 2.360538e+07 ) 
1674 ( 5.085012e+06 , 3.723530e+07 ) 
1675 ( -8.350986e+06 , 1.903860e+07 ) 
1676 ( -3.951998e+06 , 2.751782e+07 ) 
1677 ( -1.248947e+07 , -8.680688e+06 ) 
1678 ( 3.979227e+06 , -6.050448e+06 ) 
1679 ( 4.606180e+06 , -1.371898e+07 ) 
1680 ( -4.065931e+06 , 1.036213e+07 ) 
1681 ( 2.462176e+07 , 4.814532e+06 ) 
1682 ( -4.740497e+06 , 2.687577e+07 ) 
1683 ( -1.211398e+07 , 2.464043e+07 ) 
1684 ( 7.896219e+06 , 1.494626e+07 ) 
1685 ( -1.802950e+07 , -1.657953e+07 ) 
1686 ( 2.210857e+07 , -1.202531e+07 ) 
1687 ( 2.828614e+07 , -5.197870e+06 ) 
1688 ( -6.424265e+06 , 5.257352e+06 ) 
1689 ( -4.446723e+06 , -5.149401e+06 ) 
1690 ( 4.950879e+06 , 6.822917e+06 ) 
1691 ( 1.137479e+07 , 7.219865e+06 ) 
1692 ( 1.343593e+07 , 2.203972e+06 ) 
1693 ( -1.902755e+07 , -9.841184e+06 ) 
1694 ( 9.385390e+06 , 5.905911e+06 ) 
1695 ( 1.953517e+07 , -1.773263e+06 ) 
1696 ( -1.616471e+06 , 5.780463e+05 ) 
1697 ( -9.712631e+06 , -2.465052e+07 ) 
1698 ( 4.732657e+06 , -1.640398e+06 ) 
1699 ( 1.424912e+07 , -1.556271e+06 ) 
1700 ( 9.482879e+06 , 2.735549e+06 ) 
1701 ( -8.143733e+06 , -9.292896e+06 ) 
1702 ( 1.111384e+07 , -2.097225e+05 ) 
1703 ( 2.592403e+07 , -5.142831e+06 ) 
1704 ( 7.821715e+06 , 5.090087e+06 ) 
1705 ( -1.657631e+07 , -2.287316e+07 ) 
1706 ( -4.681475e+05 , 1.684765e+07 ) 
1707 ( 5.091535e+06 , 1.774901e+07 ) 
1708 ( -1.795715e+05 , -2.926490e+05 ) 
1709 ( 3.325435e+06 , -1.416142e+07 ) 
1710 ( 4.647383e+06 , 2.810862e+06 ) 
1711 ( 1.252018e+07 , -3.572235e+06 ) 
1712 ( 1.562439e+07 , 1.266529e+07 ) 
1713 ( 1.349328e+07 , -5.357632e+06 ) 
1714 ( 6.601732e+06 , -3.500388e+06 ) 
1715 ( -1.866160e+07 , 3.911276e+06 ) 
1716 ( 5.710268e+06 , 4.167036e+06 ) 
1717 ( 7.024646e+06 , -8.339182e+06 ) 
1718 ( -1.348439e+07 , 2.679601e+06 ) 
1719 ( -4.930856e+06 , 2.710437e+07 ) 
1720 ( 1.207814e+07 , 1.542223e+04 ) 
1721 ( 1.945186e+07 , 2.174324e+06 ) 
1722 ( 7.736243e+06 , 4.667834e+06 ) 
1723 ( -2.063109e+07 , -2.129594e+06 ) 
1724 ( -5.774702e+06 , -8.046652e+06 ) 
1725 ( 1.082981e+07 , 1.242332e+07 ) 
1726 ( 1.357932e+06 , 6.769124e+06 ) 
1727 ( -1.475720e+07 , 1.111858e+07 ) 
1728 ( 7.633408e+06 , 1.697155e+07 ) 
1729 ( 1.151227e+07 , 2.503846e+07 ) 
1730 ( -2.954446e+06 , 1.664135e+07 ) 
1731 ( -1.395503e+07 , -1.676537e+05 ) 
1732 ( 4.913395e+06 , 8.235220e+06 ) 
1733 ( 1.390597e+07 , 5.428931e+06 ) 
1734 ( 9.219754e+06 , 3.283778e+05 ) 
1735 ( 8.896516e+06 , -7.049377e+06 ) 
1736 ( 2.255334e+06 , 6.178367e+06 ) 
1737 ( 1.926905e+06 , 1.595923e+07 ) 
1738 ( -8.491894e+06 , 1.449338e+07 ) 
1739 ( -2.246739e+07 , -3.795595e+04 ) 
1740 ( -1.007276e+07 , 9.017988e+06 ) 
1741 ( 4.047828e+06 , 1.941165e+07 ) 
1742 ( -3.621894e+06 , -2.483184e+06 ) 
1743 ( 3.498580e+06 , -2.371212e+07 ) 
1744 ( -8.303242e+06 , 1.020784e+07 ) 
1745 ( 1.274158e+06 , -2.029060e+07 ) 
1746 ( 1.152520e+07 , -1.933424e+07 ) 
1747 ( -2.644561e+06 , -1.487854e+07 ) 
1748 ( -3.434931e+06 , -1.888545e+07 ) 
1749 ( 6.931387e+06 , -2.124625e+07 ) 
1750 ( 1.518564e+07 , -1.789046e+07 ) 
1751 ( -9.695197e+06 , 4.246672e+06 ) 
1752 ( -7.454388e+06 , -1.003298e+07 ) 
1753 ( -1.816602e+07 , -1.199870e+07 ) 
1754 ( 4.191952e+05 , -4.525398e+07 ) 
1755 ( 3.775737e+06 , -2.131783e+07 ) 
1756 ( -1.315661e+06 , -2.346702e+07 ) 
1757 ( 7.400506e+06 , -2.419611e+07 ) 
1758 ( -9.892421e+06 , -3.946553e+07 ) 
1759 ( -2.487014e+06 , -3.500862e+07 ) 
1760 ( -9.569052e+06 , -5.036323e+07 ) 
1761 ( -1.618800e+07 , -3.018649e+07 ) 
1762 ( 3.848946e+05 , -5.617139e+07 ) 
1763 ( -1.640756e+06 , -4.059442e+07 ) 
1764 ( -3.191043e+07 , -4.658918e+07 ) 
1765 ( -3.952702e+06 , -3.163986e+07 ) 
1766 ( -8.261428e+06 , -6.508224e+07 ) 
1767 ( -8.972196e+06 , -3.008895e+07 ) 
1768 ( -9.314500e+06 , -4.719956e+07 ) 
1769 ( -1.421121e+07 , -3.672302e+07 ) 
1770 ( -1.507182e+07 , -4.219729e+07 ) 
1771 ( 1.179367e+07 , -3.296602e+07 ) 
1772 ( -9.997120e+06 , -7.284148e+07 ) 
1773 ( -1.162871e+07 , -4.583141e+07 ) 
1774 ( -8.746326e+06 , -6.465643e+07 ) 
1775 ( -2.618727e+06 , -3.675385e+07 ) 
1776 ( -2.676615e+07 , -4.715058e+07 ) 
1777 ( -1.436741e+07 , -1.246175e+07 ) 
1778 ( -1.056221e+07 , -5.038764e+07 ) 
1779 ( -5.847866e+06 , -5.608665e+06 ) 
1780 ( 8.880713e+06 , -4.246246e+07 ) 
1781 ( -1.738267e+07 , -3.888068e+07 ) 
1782 ( -1.710155e+07 , -1.633556e+06 ) 
1783 ( -1.195496e+07 , -2.079999e+07 ) 
1784 ( 2.286983e+06 , -7.073467e+07 ) 
1785 ( -2.591894e+07 , 1.185434e+07 ) 
1786 ( -4.092032e+07 , 1.759048e+07 ) 
1787 ( 3.644090e+07 , 4.427899e+07 ) 
1788 ( 5.339026e+07 , 3.386457e+07 ) 
1789 ( 3.418748e+07 , 4.706894e+07 ) 
1790 ( 2.213964e+07 , 7.043548e+07 ) 
1791 ( -1.011198e+07 , 3.929804e+07 ) 
1792 ( -1.241362e+07 , 2.690574e+07 ) 
1793 ( -1.782732e+06 , 3.134698e+07 ) 
1794 ( 6.283393e+06 , 6.099008e+07 ) 
1795 ( -3.483344e+06 , 5.284113e+07 ) 
1796 ( 2.012971e+06 , 6.743685e+07 ) 
1797 ( -1.777628e+05 , 2.733113e+07 ) 
1798 ( 2.581621e+06 , 3.726754e+07 ) 
1799 ( 8.194228e+06 , 3.829894e+07 ) 
1800 ( 7.218119e+06 , 5.902433e+07 ) 
1801 ( -2.534794e+06 , 1.115803e+07 ) 
1802 ( -8.351652e+05 , 3.777018e+07 ) 
1803 ( 6.884366e+06 , 3.717298e+07 ) 
1804 ( 4.251773e+06 , 3.495089e+07 ) 
1805 ( 1.591977e+07 , 8.903954e+06 ) 
1806 ( 1.118505e+07 , 2.099083e+07 ) 
1807 ( 5.806346e+05 , 1.860711e+07 ) 
1808 ( 1.682777e+06 , 3.300332e+07 ) 
1809 ( -9.495475e+06 , -4.155064e+05 ) 
1810 ( 3.607132e+06 , 1.075727e+07 ) 
1811 ( 2.993172e+06 , 9.458429e+06 ) 
1812 ( 4.157324e+06 , 1.494523e+07 ) 
1813 ( 1.877624e+07 , -2.048569e+07 ) 
1814 ( 5.807727e+05 , 6.116342e+06 ) 
1815 ( -4.324184e+06 , 1.344715e+07 ) 
1816 ( 1.387400e+07 , 8.363432e+06 ) 
1817 ( 6.617045e+06 , -7.191888e+06 ) 
1818 ( -6.278549e+06 , -7.661678e+06 ) 
1819 ( -1.991994e+06 , -1.432114e+07 ) 
1820 ( -4.664987e+06 , -1.270233e+07 ) 
1821 ( 1.125281e+07 , -1.126270e+07 ) 
1822 ( -4.466707e+06 , -2.115373e+06 ) 
1823 ( -6.308027e+06 , -6.937485e+06 ) 
1824 ( -1.044683e+06 , -5.142311e+06 ) 
1825 ( 2.126255e+07 , -8.738857e+06 ) 
1826 ( -4.028812e+06 , -4.041468e+06 ) 
1827 ( -6.552304e+06 , -1.932048e+07 ) 
1828 ( 1.612990e+06 , -2.880905e+06 ) 
1829 ( 5.791483e+06 , -4.260891e+06 ) 
1830 ( 5.162341e+05 , -6.597935e+06 ) 
1831 ( -6.015048e+06 , -1.729357e+07 ) 
1832 ( -9.462318e+06 , -3.964232e+06 ) 
1833 ( 2.155248e+07 , 3.119447e+06 ) 
1834 ( -2.679301e+07 , 1.141322e+06 ) 
1835 ( -2.531223e+07 , -2.406786e+07 ) 
1836 ( 1.996113e+06 , -4.062008e+06 ) 
1837 ( 2.314598e+07 , -5.560673e+06 ) 
1838 ( 7.314788e+06 , -8.252226e+06 ) 
1839 ( 5.033770e+06 , -2.365936e+07 ) 
1840 ( -9.908711e+06 , -5.149853e+06 ) 
1841 ( -5.163503e+06 , 2.359780e+07 ) 
1842 ( -1.371731e+06 , 1.251011e+07 ) 
1843 ( -1.965763e+07 , -2.160391e+07 ) 
1844 ( -1.289020e+07 , 1.752057e+06 ) 
1845 ( 1.860951e+06 , 1.198335e+07 ) 
1846 ( -1.783038e+07 , -4.569342e+05 ) 
1847 ( 1.010728e+07 , -1.037612e+07 ) 
1848 ( 1.692046e+07 , 1.092793e+07 ) 
1849 ( -1.767885e+07 , 2.563262e+07 ) 
1850 ( 8.583095e+05 , -7.733299e+06 ) 
1851 ( 8.009117e+06 , -2.492133e+07 ) 
1852 ( -2.509188e+07 , -9.479386e+06 ) 
1853 ( -7.198448e+06 , 9.880832e+06 ) 
1854 ( 1.852205e+07 , -1.964780e+07 ) 
1855 ( 1.360881e+07 , -5.613603e+06 ) 
1856 ( 1.372380e+07 , -4.567430e+06 ) 
1857 ( -3.143105e+07 , 1.582730e+07 ) 
1858 ( -4.299116e+06 , -2.809929e+06 ) 
1859 ( 6.583484e+06 , 1.266402e+06 ) 
1860 ( 4.550702e+06 , -1.841160e+07 ) 
1861 ( -1.200951e+07 , 1.985443e+06 ) 
1862 ( 5.625722e+06 , -1.555235e+07 ) 
1863 ( 1.542826e+07 , -1.102920e+05 ) 
1864 ( 3.690023e+06 , -8.915942e+06 ) 
1865 ( -1.189686e+07 , 6.863336e+06 ) 
1866 ( 6.186317e+06 , -1.374326e+07 ) 
1867 ( 7.877347e+06 , 3.914452e+06 ) 
1868 ( 7.051141e+05 , -1.036544e+07 ) 
1869 ( -1.631778e+07 , -4.972082e+06 ) 
1870 ( -2.908091e+05 , -7.408298e+06 ) 
1871 ( 1.473835e+07 , 8.140944e+06 ) 
1872 ( 4.835536e+06 , -1.308751e+07 ) 
1873 ( 3.880373e+06 , -2.110338e+06 ) 
1874 ( 6.012676e+05 , 5.244534e+06 ) 
1875 ( -3.761842e+06 , 8.403780e+06 ) 
1876 ( 3.763386e+06 , 9.214905e+06 ) 
1877 ( 8.678762e+06 , -2.012761e+07 ) 
1878 ( 1.665442e+07 , -3.976127e+06 ) 
1879 ( 4.647731e+06 , 3.542359e+05 ) 
1880 ( 4.377823e+06 , -3.047572e+04 ) 
1881 ( 1.204116e+07 , -8.314144e+06 ) 
1882 ( 3.416483e+06 , 1.317351e+07 ) 
1883 ( -1.929584e+07 , 1.267344e+07 ) 
1884 ( 1.011650e+07 , 3.006158e+06 ) 
1885 ( 1.001168e+07 , -2.647345e+07 ) 
1886 ( 2.551691e+07 , -6.011439e+06 ) 
1887 ( 8.898400e+06 , -2.905939e+06 ) 
1888 ( 1.618276e+07 , 3.167931e+06 ) 
1889 ( 1.896503e+07 , -3.003625e+06 ) 
1890 ( 5.543632e+06 , 2.435846e+07 ) 
1891 ( -1.402338e+07 , 1.583513e+07 ) 
1892 ( 1.977391e+07 , 1.078865e+07 ) 
1893 ( 3.009817e+06 , -2.293367e+07 ) 
1894 ( 1.737400e+07 , 7.844944e+05 ) 
1895 ( 1.171266e+07 , -1.976182e+06 ) 
1896 ( 8.004796e+06 , 9.045068e+06 ) 
1897 ( 9.851960e+06 , -1.696294e+06 ) 
1898 ( -3.591414e+06 , 1.645814e+07 ) 
1899 ( -1.431266e+07 , 3.246850e+06 ) 
1900 ( 8.601056e+06 , 1.067167e+07 ) 
1901 ( 1.963258e+07 , 1.580853e+06 ) 
1902 ( -1.083050e+06 , 2.498638e+07 ) 
1903 ( 1.310674e+07 , 2.451681e+06 ) 
1904 ( 1.136324e+07 , 1.837204e+07 ) 
1905 ( -1.847081e+07 , 1.347346e+07 ) 
1906 ( -7.628576e+06 , 1.708502e+07 ) 
1907 ( 5.881807e+06 , -3.943708e+06 ) 
1908 ( -2.229654e+07 , 2.131033e+07 ) 
1909 ( -1.438851e+06 , 1.977287e+07 ) 
1910 ( -5.080174e+06 , 1.099522e+07 ) 
1911 ( 1.639051e+07 , -9.813146e+06 ) 
1912 ( 3.321710e+06 , 1.830470e+07 ) 
1913 ( -1.446416e+06 , 1.842478e+07 ) 
1914 ( -1.441429e+07 , 1.268933e+07 ) 
1915 ( 1.804118e+06 , -3.588687e+06 ) 
1916 ( -9.369491e+06 , 9.098684e+06 ) 
1917 ( -6.531761e+06 , 1.768206e+07 ) 
1918 ( -8.150663e+06 , 5.836178e+06 ) 
1919 ( -1.048304e+06 , -1.074446e+07 ) 
1920 ( -1.806566e+07 , 9.859935e+06 ) 
1921 ( -1.078475e+07 , -2.829305e+06 ) 
1922 ( 9.917955e+06 , -1.083630e+07 ) 
1923 ( 1.258055e+07 , 5.649783e+06 ) 
1924 ( 1.083405e+07 , -3.587707e+06 ) 
1925 ( -3.973602e+06 , -1.299028e+07 ) 
1926 ( 2.130966e+06 , -1.170869e+07 ) 
1927 ( 1.577395e+07 , -1.296644e+06 ) 
1928 ( 7.942580e+06 , -1.438400e+07 ) 
1929 ( -2.398542e+07 , -1.994289e+07 ) 
1930 ( 8.959487e+06 , -3.295886e+07 ) 
1931 ( 1.960405e+07 , -4.431683e+06 ) 
1932 ( -4.803938e+06 , -1.788918e+07 ) 
1933 ( 2.997595e+04 , -2.101662e+07 ) 
1934 ( 2.516834e+06 , -2.054125e+07 ) 
1935 ( 2.945811e+06 , 3.342102e+05 ) 
1936 ( 7.344329e+06 , -2.843780e+07 ) 
1937 ( -1.627750e+07 , -2.888063e+07 ) 
1938 ( 5.609270e+06 , -3.411816e+07 ) 
1939 ( 1.203913e+07 , -6.596003e+06 ) 
1940 ( 3.439768e+06 , -2.757895e+07 ) 
1941 ( -2.051755e+06 , -3.480007e+07 ) 
1942 ( 5.228261e+06 , -4.626904e+07 ) 
1943 ( 3.489773e+06 , -1.606324e+07 ) 
1944 ( 3.340414e+06 , -3.442517e+07 ) 
1945 ( 7.306469e+06 , -2.769448e+07 ) 
1946 ( -2.411606e+06 , -2.725982e+07 ) 
1947 ( -5.453185e+06 , -1.585866e+07 ) 
1948 ( 8.370806e+06 , -4.186872e+07 ) 
1949 ( -8.252557e+06 , -3.534149e+07 ) 
1950 ( -1.478015e+07 , -3.012253e+07 ) 
1951 ( -1.790111e+07 , -3.120743e+07 ) 
1952 ( -1.000448e+07 , -3.660172e+07 ) 
1953 ( -2.162076e+07 , -2.631185e+07 ) 
1954 ( -1.184877e+07 , -3.970049e+07 ) 
1955 ( -2.164164e+06 , -5.196704e+07 ) 
1956 ( -1.788760e+07 , -2.767730e+07 ) 
1957 ( 4.891051e+05 , -3.987764e+07 ) 
1958 ( -5.043230e+06 , -1.911405e+07 ) 
1959 ( -1.665251e+07 , -4.044309e+07 ) 
1960 ( -1.510520e+07 , -1.173583e+07 ) 
1961 ( -1.738306e+06 , -2.164062e+07 ) 
1962 ( -2.218045e+06 , -1.139842e+07 ) 
1963 ( -2.761465e+06 , -4.291071e+07 ) 
1964 ( -1.001553e+07 , -1.968914e+07 ) 
1965 ( 4.468659e+05 , -3.986088e+06 ) 
1966 ( 3.077869e+06 , -1.097478e+07 ) 
1967 ( -4.143503e+07 , 5.878227e+06 ) 
1968 ( -4.031640e+07 , -7.354028e+06 ) 
1969 ( 1.085301e+06 , -1.493605e+07 ) 
1970 ( 4.873523e+06 , -1.150847e+07 ) 
1971 ( 6.792396e+05 , -1.000113e+07 ) 
1972 ( -3.187191e+07 , 1.897260e+07 ) 
1973 ( 7.753262e+06 , 5.703311e+07 ) 
1974 ( 5.555795e+07 , 4.950237e+07 ) 
1975 ( 2.197597e+07 , 7.723437e+07 ) 
1976 ( 3.984909e+07 , 5.716112e+07 ) 
1977 ( -1.448412e+07 , 3.567427e+07 ) 
1978 ( -2.435833e+07 , -1.740572e+07 ) 
1979 ( 3.558913e+07 , 4.218594e+07 ) 
1980 ( 2.460979e+07 , 5.616775e+07 ) 
1981 ( 2.109971e+07 , 6.935523e+07 ) 
1982 ( 6.297637e+06 , 5.010525e+07 ) 
1983 ( -1.515779e+07 , 8.139254e+07 ) 
1984 ( -1.446024e+06 , 6.073652e+07 ) 
1985 ( 4.582131e+06 , 6.898472e+07 ) 
1986 ( 1.443283e+07 , 4.220128e+07 ) 
1987 ( 1.019826e+07 , 4.155914e+07 ) 
1988 ( 1.398180e+07 , 3.091780e+07 ) 
1989 ( 1.026275e+07 , 5.340531e+07 ) 
1990 ( -1.656519e+06 , 3.873324e+07 ) 
1991 ( 1.106225e+07 , 2.698824e+07 ) 
1992 ( 1.292512e+07 , 4.038163e+07 ) 
1993 ( 1.178663e+07 , 6.293515e+07 ) 
1994 ( 1.182985e+06 , 3.588365e+07 ) 
1995 ( -5.336314e+06 , 2.664410e+07 ) 
1996 ( 4.152586e+06 , 2.310539e+07 ) 
1997 ( 3.129711e+07 , 2.567495e+07 ) 
1998 ( 2.091529e+07 , 2.770861e+06 ) 
1999 ( -5.665656e+06 , 2.662707e+06 ) 
2000 ( -1.866725e+07 , 1.341390e+07 ) 
2001 ( 8.135715e+06 , 3.911288e+06 ) 
2002 ( -6.860617e+06 , 2.925830e+07 ) 
2003 ( 1.152594e+06 , 3.237804e+06 ) 
2004 ( -6.865609e+06 , -9.429202e+06 ) 
2005 ( 5.611883e+06 , -1.162250e+06 ) 
2006 ( 3.793534e+06 , 1.229438e+07 ) 
2007 ( 2.770962e+06 , -4.438678e+06 ) 
2008 ( -1.095703e+07 , -1.387091e+07 ) 
2009 ( 1.119178e+07 , -1.020771e+07 ) 
2010 ( 1.152544e+07 , 2.518313e+06 ) 
2011 ( -2.688549e+07 , 6.535212e+06 ) 
2012 ( -3.223753e+07 , 1.744100e+06 ) 
2013 ( 1.160955e+07 , 4.852330e+06 ) 
2014 ( -1.676940e+07 , 2.592071e+06 ) 
2015 ( -1.125031e+07 , -9.430014e+06 ) 
2016 ( -3.142539e+06 , -1.348759e+07 ) 
