  Freq. No. =   1,  f = 6.0418e+03 (Hz),  k = (0.1832D+01, 0.0000D+00):
 Solution on the Boundary:
Elements: this line is just for fun 
1 ( 3.678731e+06 , -4.713562e+06 ) 
1521 ( 5.240551e+05 , -1.648660e+06 ) 
1522 ( 4.662325e+05 , 7.249069e+05 ) 
1523 ( 4.874849e+05 , 2.575920e+06 ) 
1524 ( 1.232798e+05 , -2.974316e+05 ) 
1525 ( 3.829013e+05 , -1.218878e+06 ) 
1526 ( 1.456802e+06 , 1.938461e+05 ) 
1527 ( -2.512342e+05 , 1.358998e+06 ) 
1528 ( 4.623042e+05 , 6.262014e+05 ) 
1529 ( 1.578883e+06 , -1.042149e+06 ) 
1530 ( 2.046664e+06 , 1.020921e+06 ) 
1531 ( 1.266930e+06 , 1.611175e+06 ) 
1532 ( 2.134788e+06 , 3.769336e+05 ) 
1533 ( 5.483184e+05 , -3.347588e+04 ) 
1534 ( 1.376182e+06 , 8.679335e+05 ) 
1535 ( 5.769427e+05 , 9.430254e+05 ) 
1536 ( 1.587377e+06 , 1.056419e+06 ) 
1537 ( 1.247393e+06 , 3.450628e+05 ) 
1538 ( 1.443101e+06 , 1.423213e+06 ) 
1539 ( 8.859194e+05 , 8.041704e+05 ) 
1540 ( 1.612939e+06 , 9.868819e+05 ) 
1541 ( 9.711134e+05 , 1.686236e+05 ) 
1542 ( 1.285871e+06 , 1.676717e+06 ) 
1543 ( -2.190798e+05 , 1.185566e+06 ) 
1544 ( 1.098625e+06 , 1.484041e+06 ) 
1545 ( 1.151434e+06 , 4.674176e+05 ) 
1546 ( 3.362184e+06 , 2.995122e+06 ) 
1547 ( 2.346608e+06 , 2.430173e+06 ) 
1548 ( 2.016793e+06 , 2.092368e+06 ) 
1549 ( 1.235968e+06 , 8.892432e+05 ) 
1550 ( 3.240358e+06 , 2.145242e+06 ) 
1551 ( 2.616950e+06 , 1.951995e+06 ) 
1552 ( 3.526848e+06 , 2.984451e+06 ) 
1553 ( 1.961666e+06 , 1.009096e+06 ) 
1554 ( 2.959760e+06 , 2.380026e+06 ) 
1555 ( 1.558494e+06 , 9.222584e+05 ) 
1556 ( 3.151413e+06 , 1.893431e+06 ) 
1557 ( 1.087592e+06 , 2.019819e+06 ) 
1558 ( 2.236955e+06 , 2.744294e+06 ) 
1559 ( 1.470449e+06 , 1.261010e+06 ) 
1560 ( 2.703409e+06 , 2.743430e+06 ) 
1561 ( 1.064575e+06 , 1.353095e+06 ) 
1562 ( 2.563471e+06 , 2.522114e+06 ) 
1563 ( 1.687234e+06 , 1.156755e+06 ) 
1564 ( 2.275449e+06 , 2.508726e+06 ) 
1565 ( 1.222436e+06 , 1.666430e+06 ) 
1566 ( 2.267388e+06 , 4.043324e+06 ) 
1567 ( 1.391080e+06 , 2.164879e+06 ) 
1568 ( 2.534651e+06 , 2.912155e+06 ) 
1569 ( 1.826793e+06 , 3.123876e+06 ) 
1570 ( 2.343471e+06 , 5.012764e+06 ) 
1571 ( 7.888292e+05 , 2.604171e+06 ) 
1572 ( 2.268195e+06 , 4.556083e+06 ) 
1573 ( 1.334924e+06 , 3.113865e+06 ) 
1574 ( 2.315371e+06 , 3.807783e+06 ) 
1575 ( 6.772079e+05 , 2.032333e+06 ) 
1576 ( 2.227491e+06 , 4.821377e+06 ) 
1577 ( 2.321844e+06 , 1.799732e+06 ) 
1578 ( 4.083368e+06 , 3.260914e+06 ) 
1579 ( 1.679466e+06 , 1.688813e+06 ) 
1580 ( 2.872648e+06 , 3.346840e+06 ) 
1581 ( 1.842044e+06 , 2.835960e+06 ) 
1582 ( 2.424727e+06 , 4.038132e+06 ) 
1583 ( 1.705818e+06 , 1.889771e+06 ) 
1584 ( 3.934635e+06 , 3.550396e+06 ) 
1585 ( 1.257845e+06 , 1.607317e+06 ) 
1586 ( 3.225672e+06 , 3.963490e+06 ) 
1587 ( 1.196120e+06 , 3.438763e+06 ) 
1588 ( 2.123733e+06 , 4.098436e+06 ) 
1589 ( 1.676275e+06 , 6.326580e+05 ) 
1590 ( 2.015706e+06 , 2.608689e+06 ) 
1591 ( 2.334746e+06 , 3.844626e+06 ) 
1592 ( 3.581448e+06 , 3.726308e+06 ) 
1593 ( 3.511655e+06 , 1.467755e+06 ) 
1594 ( 1.953024e+06 , 2.195168e+06 ) 
1595 ( 2.582874e+06 , 3.731226e+06 ) 
1596 ( 3.188421e+06 , 2.462148e+06 ) 
1597 ( -2.892238e+05 , -1.249208e+06 ) 
1598 ( -1.221864e+06 , -2.495102e+06 ) 
1599 ( -1.850643e+06 , -2.632415e+06 ) 
1600 ( -2.385889e+06 , 5.026895e+04 ) 
1601 ( -1.784325e+06 , 8.037236e+05 ) 
1602 ( -1.345028e+06 , 2.161931e+06 ) 
1603 ( 5.808354e+06 , -4.744543e+05 ) 
1604 ( 1.062710e+06 , -1.482563e+06 ) 
1605 ( 2.136631e+06 , 3.359451e+06 ) 
1606 ( 1.569436e+06 , 6.953165e+05 ) 
1607 ( -1.990144e+06 , -3.546188e+05 ) 
1608 ( -1.704208e+06 , 2.753035e+06 ) 
1609 ( -2.699969e+06 , 7.060841e+05 ) 
1610 ( -1.680170e+06 , -1.629474e+06 ) 
1611 ( -6.326819e+05 , -3.422660e+06 ) 
1612 ( -1.413279e+06 , -6.447988e+05 ) 
1613 ( -1.329461e+06 , 7.061086e+05 ) 
1614 ( -1.956637e+06 , -1.493072e+06 ) 
1615 ( -6.643383e+05 , -3.188790e+06 ) 
1616 ( -1.531896e+06 , -1.526663e+06 ) 
1617 ( -1.595153e+06 , -2.138982e+05 ) 
1618 ( -1.199663e+06 , -1.876385e+06 ) 
1619 ( -5.441623e+05 , -2.547901e+06 ) 
1620 ( -1.938401e+06 , -1.640332e+06 ) 
1621 ( -1.035467e+06 , -6.659887e+05 ) 
1622 ( -1.167501e+06 , -2.222566e+06 ) 
1623 ( 3.172673e+05 , -2.429346e+06 ) 
1624 ( -7.759946e+05 , -1.971858e+06 ) 
1625 ( -2.318040e+06 , -5.692970e+05 ) 
1626 ( -1.741346e+06 , -2.335852e+06 ) 
1627 ( -7.642200e+04 , -2.551375e+06 ) 
1628 ( -1.574013e+06 , -2.292157e+06 ) 
1629 ( -3.729155e+05 , -3.329944e+04 ) 
1630 ( -1.466995e+06 , -3.144751e+06 ) 
1631 ( -6.193172e+05 , -3.687955e+06 ) 
1632 ( -1.386178e+06 , -2.499694e+06 ) 
1633 ( -1.103589e+06 , -6.831154e+05 ) 
1634 ( -3.412079e+06 , -2.836307e+06 ) 
1635 ( -2.112997e+06 , -3.535230e+06 ) 
1636 ( -2.022276e+06 , -3.306507e+06 ) 
1637 ( -2.215718e+06 , -1.224899e+06 ) 
1638 ( -2.738786e+06 , -2.543525e+06 ) 
1639 ( -1.379227e+06 , -1.354496e+06 ) 
1640 ( -3.482607e+06 , -2.496210e+06 ) 
1641 ( -1.578335e+06 , -1.457375e+06 ) 
1642 ( -2.304635e+06 , -2.959427e+06 ) 
1643 ( -6.961216e+05 , -2.329969e+06 ) 
1644 ( -2.288185e+06 , -2.840692e+06 ) 
1645 ( -1.288723e+06 , -1.159709e+06 ) 
1646 ( -2.029752e+06 , -2.266505e+06 ) 
1647 ( -1.227224e+06 , -1.282575e+06 ) 
1648 ( -2.266745e+06 , -2.665851e+06 ) 
1649 ( -1.609053e+06 , -9.378374e+05 ) 
1650 ( -2.708558e+06 , -3.609709e+06 ) 
1651 ( -9.958954e+05 , -2.303329e+06 ) 
1652 ( -1.952360e+06 , -2.504185e+06 ) 
1653 ( -2.337722e+06 , -1.784716e+06 ) 
1654 ( -2.371887e+06 , -4.512951e+06 ) 
1655 ( -1.051910e+06 , -3.094579e+06 ) 
1656 ( -2.832972e+06 , -4.124028e+06 ) 
1657 ( -2.417824e+06 , -1.876149e+06 ) 
1658 ( -3.282278e+06 , -3.274437e+06 ) 
1659 ( -1.759010e+05 , -2.315558e+06 ) 
1660 ( -2.122736e+06 , -4.330624e+06 ) 
1661 ( -2.630797e+06 , -1.006131e+06 ) 
1662 ( -3.583384e+06 , -2.187385e+06 ) 
1663 ( -2.376183e+06 , -6.281400e+05 ) 
1664 ( -3.845667e+06 , -2.618554e+06 ) 
1665 ( -1.956057e+06 , -1.531686e+06 ) 
1666 ( -2.987075e+06 , -3.971010e+06 ) 
1667 ( -3.978262e+05 , -2.065603e+06 ) 
1668 ( -2.850148e+06 , -2.685741e+06 ) 
1669 ( -2.263412e+06 , 1.494455e+05 ) 
1670 ( -2.316349e+06 , -1.964410e+06 ) 
1671 ( -2.574895e+06 , -3.680194e+06 ) 
1672 ( -3.351378e+06 , -3.887271e+06 ) 
1673 ( -5.947671e+05 , -3.194622e+06 ) 
1674 ( 4.060929e+05 , -2.235255e+06 ) 
1675 ( -1.526752e+05 , -1.658901e+06 ) 
1676 ( -1.650352e+06 , -2.532104e+06 ) 
1677 ( 2.297363e+06 , -9.381165e+05 ) 
1678 ( -1.739291e+06 , -2.376515e+05 ) 
1679 ( -1.717249e+06 , 1.959207e+06 ) 
1680 ( 6.945588e+05 , -9.363365e+05 ) 
1681 ( -2.016714e+06 , -2.182394e+06 ) 
1682 ( -7.017145e+05 , -2.395050e+06 ) 
1683 ( -1.420179e+06 , -6.609233e+05 ) 
1684 ( -2.431864e+06 , -1.211995e+06 ) 
1685 ( 1.174099e+06 , -3.410067e+06 ) 
1686 ( 9.514067e+05 , -3.973627e+05 ) 
1687 ( 3.765663e+05 , 2.759710e+06 ) 
1688 ( 7.038390e+05 , -1.774629e+06 ) 
1689 ( 7.741020e+05 , -3.072546e+06 ) 
1690 ( 3.787114e+04 , -1.092328e+06 ) 
1691 ( -1.453295e+06 , 1.605474e+06 ) 
1692 ( 5.583654e+05 , -5.613486e+05 ) 
1693 ( 9.704883e+05 , -1.787246e+06 ) 
1694 ( 4.306169e+05 , 6.899941e+05 ) 
1695 ( -4.076891e+05 , 2.219138e+06 ) 
1696 ( 4.224762e+05 , -5.991007e+05 ) 
1697 ( 1.318539e+06 , -1.436642e+06 ) 
1698 ( 2.908701e+04 , -5.278648e+04 ) 
1699 ( -1.887169e+06 , 1.357298e+06 ) 
1700 ( 2.784197e+05 , 6.045369e+05 ) 
1701 ( 1.789031e+06 , -1.052259e+06 ) 
1702 ( 1.355941e+06 , 1.720292e+06 ) 
1703 ( -3.825751e+05 , 2.428454e+06 ) 
1704 ( 6.456212e+05 , 3.178063e+05 ) 
1705 ( 9.193242e+05 , -1.969850e+06 ) 
1706 ( 1.905361e+05 , 4.058161e+05 ) 
1707 ( -6.101123e+05 , 3.221830e+06 ) 
1708 ( 1.222955e+06 , 1.681037e+06 ) 
1709 ( 6.145243e+05 , -1.532033e+06 ) 
1710 ( 2.859141e+06 , 2.193671e+06 ) 
1711 ( 1.480053e+06 , 2.374342e+06 ) 
1712 ( 7.603299e+05 , 3.866171e+05 ) 
1713 ( 2.246743e+06 , 1.037119e+06 ) 
1714 ( 3.105390e+06 , 1.885667e+06 ) 
1715 ( 1.402084e+06 , 1.916725e+06 ) 
1716 ( 3.482545e+06 , 2.831326e+06 ) 
1717 ( 2.112962e+06 , -2.843328e+05 ) 
1718 ( 1.914399e+06 , 1.585700e+06 ) 
1719 ( 8.914264e+05 , 4.415570e+05 ) 
1720 ( 2.991751e+06 , 1.170132e+06 ) 
1721 ( 1.088732e+06 , 1.117475e+06 ) 
1722 ( 1.805751e+06 , 2.570050e+06 ) 
1723 ( 1.737025e+05 , 2.119484e+06 ) 
1724 ( 1.562393e+06 , 2.313545e+06 ) 
1725 ( 1.615139e+06 , 2.832326e+05 ) 
1726 ( 1.766076e+06 , 2.598930e+06 ) 
1727 ( 1.158154e+06 , 1.268412e+06 ) 
1728 ( 2.307219e+06 , 2.203755e+06 ) 
1729 ( 1.590766e+06 , 1.027143e+06 ) 
1730 ( 2.494273e+06 , 4.674737e+06 ) 
1731 ( -1.731667e+05 , 4.165414e+06 ) 
1732 ( 1.533046e+06 , 3.514909e+06 ) 
1733 ( 3.295382e+06 , 1.291585e+06 ) 
1734 ( 3.374997e+06 , 2.840569e+06 ) 
1735 ( 1.765210e+06 , 2.247908e+06 ) 
1736 ( 3.554138e+06 , 4.296255e+06 ) 
1737 ( 1.136799e+06 , 2.082156e+06 ) 
1738 ( 2.575027e+06 , 3.748279e+06 ) 
1739 ( 2.692793e+05 , 9.884684e+05 ) 
1740 ( 2.620138e+06 , 2.673887e+06 ) 
1741 ( 3.542407e+06 , 1.444960e+06 ) 
1742 ( 4.494536e+06 , 3.254702e+06 ) 
1743 ( 2.670477e+06 , 3.475127e+06 ) 
1744 ( 3.838443e+06 , 4.201679e+06 ) 
1745 ( 1.448282e+06 , 4.045165e+05 ) 
1746 ( 9.228007e+05 , 4.002057e+06 ) 
1747 ( 1.415814e+06 , 2.128267e+06 ) 
1748 ( 2.324162e+06 , -4.573467e+05 ) 
1749 ( -1.054094e+06 , 3.916274e+06 ) 
1750 ( -1.651697e+05 , 2.705141e+06 ) 
1751 ( 4.807187e+05 , 2.829591e+06 ) 
1752 ( 1.099232e+05 , 4.995281e+06 ) 
1753 ( 4.895590e+05 , 8.090848e+05 ) 
1754 ( 1.702266e+06 , 1.851866e+06 ) 
1755 ( 1.051056e+06 , -7.537932e+05 ) 
1756 ( 6.388502e+05 , 1.162795e+06 ) 
1757 ( 3.683551e+05 , 5.130451e+06 ) 
1758 ( -1.214660e+06 , 4.475909e+06 ) 
1759 ( -3.438513e+05 , 1.881645e+06 ) 
1760 ( 1.252691e+06 , 3.554446e+06 ) 
1761 ( -1.752951e+06 , 2.812757e+06 ) 
1762 ( -6.958570e+05 , 1.193032e+06 ) 
1763 ( -7.697067e+05 , -8.278766e+05 ) 
1764 ( -1.763374e+06 , 3.153699e+06 ) 
1765 ( 1.969964e+04 , 3.156856e+06 ) 
1766 ( 3.313801e+05 , 2.930410e+06 ) 
1767 ( 1.110368e+06 , 1.131798e+06 ) 
1768 ( 2.937575e+05 , 1.718137e+06 ) 
1769 ( -1.961281e+06 , 1.576638e+06 ) 
1770 ( -1.484419e+06 , 1.273631e+05 ) 
1771 ( -1.001725e+05 , 2.638316e+05 ) 
1772 ( -3.872693e+05 , 2.251820e+06 ) 
1773 ( -5.671985e+05 , 2.219517e+06 ) 
1774 ( 6.689821e+05 , 1.841870e+06 ) 
1775 ( 5.100238e+05 , -1.897983e+05 ) 
1776 ( -1.269910e+06 , 1.681411e+05 ) 
1777 ( -7.363604e+05 , 3.259226e+06 ) 
1778 ( -2.099462e+06 , 6.652574e+05 ) 
1779 ( 5.853478e+05 , -4.223097e+05 ) 
1780 ( 9.294418e+05 , 2.073472e+06 ) 
1781 ( 6.973372e+05 , 1.397951e+06 ) 
1782 ( 2.407237e+06 , -1.407128e+06 ) 
1783 ( 5.900035e+05 , -2.193656e+06 ) 
1784 ( -5.436078e+06 , -1.278909e+05 ) 
1785 ( -3.374131e+06 , -7.881727e+05 ) 
1786 ( -5.800596e+06 , -4.049779e+06 ) 
1787 ( -1.906860e+06 , -4.069431e+06 ) 
1788 ( -1.123923e+06 , -2.367707e+06 ) 
1789 ( -1.469763e+06 , -1.460783e+06 ) 
1790 ( -1.135295e+06 , -1.643672e+06 ) 
1791 ( 4.239012e+06 , -2.128981e+06 ) 
1792 ( -4.562237e+06 , -3.788850e+06 ) 
1793 ( -2.399996e+06 , -3.173529e+04 ) 
1794 ( -1.699515e+06 , -3.072896e+06 ) 
1795 ( -3.904571e+05 , -1.962227e+06 ) 
1796 ( -1.885493e+06 , -1.240467e+06 ) 
1797 ( -1.189487e+06 , -1.714262e+06 ) 
1798 ( -1.137858e+06 , -3.910088e+06 ) 
1799 ( 8.436508e+05 , -4.524450e+06 ) 
1800 ( -1.031717e+06 , -4.105633e+06 ) 
1801 ( -3.111261e+06 , 7.445678e+05 ) 
1802 ( -2.871929e+06 , -3.244612e+06 ) 
1803 ( -1.822724e+05 , -4.113905e+06 ) 
1804 ( -1.889696e+06 , -3.252575e+06 ) 
1805 ( -2.036319e+06 , -1.427045e+06 ) 
1806 ( -2.589878e+06 , -4.411850e+06 ) 
1807 ( -6.257230e+05 , -3.863145e+06 ) 
1808 ( -2.688538e+06 , -3.811845e+06 ) 
1809 ( -3.567397e+06 , -2.561577e+06 ) 
1810 ( -4.326310e+06 , -4.122097e+06 ) 
1811 ( -9.058343e+05 , -2.010830e+06 ) 
1812 ( -3.108199e+06 , -4.338340e+06 ) 
1813 ( -1.785799e+06 , 6.252828e+04 ) 
1814 ( -2.014510e+06 , -2.369710e+06 ) 
1815 ( -1.724046e+06 , -3.765503e+06 ) 
1816 ( -3.909880e+06 , -3.718841e+06 ) 
1817 ( -1.370922e+06 , -2.487774e+06 ) 
1818 ( -1.847995e+06 , -2.749380e+06 ) 
1819 ( -5.294376e+05 , -1.156788e+06 ) 
1820 ( -1.763223e+06 , -2.525290e+06 ) 
1821 ( -1.767256e+06 , -1.228609e+06 ) 
1822 ( -4.069670e+05 , -2.880682e+06 ) 
1823 ( -1.385890e+05 , -1.732367e+06 ) 
1824 ( -1.672415e+06 , -2.598676e+06 ) 
1825 ( -1.013307e+06 , -3.012645e+06 ) 
1826 ( -1.381432e+05 , -2.891880e+06 ) 
1827 ( 1.157255e+06 , -1.760300e+06 ) 
1828 ( 1.749590e+05 , -3.247728e+06 ) 
1829 ( -3.158496e+05 , -3.372402e+05 ) 
1830 ( -4.938681e+05 , -5.797757e+05 ) 
1831 ( -8.494245e+05 , -1.064297e+06 ) 
1832 ( -4.989316e+05 , -2.009836e+06 ) 
1833 ( -6.958525e+05 , -3.081157e+05 ) 
1834 ( -3.248495e+05 , -7.672660e+05 ) 
1835 ( 2.324236e+05 , -1.093249e+06 ) 
1836 ( -2.571578e+05 , -5.374642e+05 ) 
1837 ( -1.930769e+05 , -5.948516e+05 ) 
1838 ( 1.418949e+05 , -4.270231e+05 ) 
1839 ( -2.365475e+05 , -1.093872e+05 ) 
1840 ( -3.005582e+05 , -5.833497e+05 ) 
1841 ( -3.420881e+05 , -1.407278e+06 ) 
1842 ( -3.592425e+05 , -1.353811e+06 ) 
1843 ( 1.750693e+05 , -5.738035e+05 ) 
1844 ( 2.149585e+05 , -8.033418e+05 ) 
1845 ( 7.310370e+05 , -1.969483e+06 ) 
1846 ( 1.509557e+06 , -2.109209e+05 ) 
1847 ( -6.027487e+03 , 7.501172e+05 ) 
1848 ( -9.335502e+04 , -1.048517e+06 ) 
1849 ( 7.918612e+05 , -2.460966e+06 ) 
1850 ( 1.143152e+06 , 2.648046e+05 ) 
1851 ( 5.920649e+05 , 1.188501e+06 ) 
1852 ( 1.756439e+06 , -1.439640e+05 ) 
1853 ( 2.907233e+06 , -4.058356e+04 ) 
1854 ( 1.323311e+06 , 1.915248e+06 ) 
1855 ( -4.949611e+05 , 1.872751e+06 ) 
1856 ( 1.253998e+06 , 1.013916e+06 ) 
1857 ( 1.210657e+06 , -7.022154e+05 ) 
1858 ( 2.810477e+05 , -2.060361e+05 ) 
1859 ( -8.541525e+05 , 5.950793e+04 ) 
1860 ( 9.403075e+05 , 1.313459e+06 ) 
1861 ( 2.058449e+06 , -2.094511e+06 ) 
1862 ( 1.129940e+06 , 1.704551e+06 ) 
1863 ( -1.574554e+06 , 2.647235e+06 ) 
1864 ( 3.524973e+05 , 9.221617e+04 ) 
1865 ( 2.232936e+06 , -2.238905e+06 ) 
1866 ( 1.640058e+06 , -1.753353e+05 ) 
1867 ( 2.537758e+05 , 2.013610e+06 ) 
1868 ( 1.653734e+06 , 1.545066e+06 ) 
1869 ( 1.645891e+06 , -7.759834e+05 ) 
1870 ( 1.938065e+06 , 4.584589e+06 ) 
1871 ( -1.221289e+06 , 2.063349e+06 ) 
1872 ( 1.218517e+06 , 2.010933e+05 ) 
1873 ( 5.635035e+05 , 1.744032e+05 ) 
1874 ( 5.012038e+05 , 1.406828e+06 ) 
1875 ( -1.498526e+06 , 9.266875e+05 ) 
1876 ( -8.933207e+05 , 1.696900e+06 ) 
1877 ( 1.505051e+06 , 4.222545e+05 ) 
1878 ( -8.890076e+05 , 1.372296e+06 ) 
1879 ( -6.137249e+05 , 1.335386e+06 ) 
1880 ( 9.313974e+05 , 1.630759e+06 ) 
1881 ( -7.083021e+05 , -5.426768e+05 ) 
1882 ( -3.707419e+05 , -4.854331e+05 ) 
1883 ( -1.450623e+06 , 7.019792e+05 ) 
1884 ( -1.600534e+06 , 7.900248e+05 ) 
1885 ( 8.798203e+05 , -1.299717e+06 ) 
1886 ( -3.250018e+05 , -7.423434e+05 ) 
1887 ( 1.483302e+05 , 2.583700e+05 ) 
1888 ( 4.645936e+05 , -8.485304e+05 ) 
1889 ( -2.267665e+05 , -1.131977e+05 ) 
1890 ( -6.107885e+05 , 6.044542e+04 ) 
1891 ( -1.790089e+06 , 2.795929e+05 ) 
1892 ( -1.093148e+06 , -4.255916e+05 ) 
1893 ( 7.194162e+05 , -7.503229e+04 ) 
1894 ( -2.128838e+05 , 3.982502e+05 ) 
1895 ( 2.764167e+05 , 7.148093e+05 ) 
1896 ( 1.520742e+05 , 1.451362e+05 ) 
1897 ( -4.602152e+05 , 1.073123e+06 ) 
1898 ( -1.280282e+06 , 5.097183e+05 ) 
1899 ( -1.603305e+06 , 4.084513e+05 ) 
1900 ( -1.009640e+06 , 5.939862e+05 ) 
1901 ( 4.736754e+04 , 8.487823e+05 ) 
1902 ( -9.806954e+05 , -2.518388e+05 ) 
1903 ( -2.457245e+05 , -3.208831e+05 ) 
1904 ( -8.174581e+05 , 1.771810e+05 ) 
1905 ( -1.261417e+06 , 6.254689e+05 ) 
1906 ( -1.214894e+06 , -8.322740e+05 ) 
1907 ( -1.113766e+06 , 1.530126e+05 ) 
1908 ( -1.502672e+06 , -2.541026e+05 ) 
1909 ( -6.061128e+05 , -1.167646e+06 ) 
1910 ( -1.055974e+05 , -1.338182e+06 ) 
1911 ( 1.300632e+06 , -6.595478e+05 ) 
1912 ( -3.893092e+05 , -1.449231e+06 ) 
1913 ( -2.008994e+06 , 2.314668e+06 ) 
1914 ( -1.523763e+06 , 1.796319e+06 ) 
1915 ( -5.336269e+05 , 7.401894e+05 ) 
1916 ( -9.146032e+05 , -1.536177e+05 ) 
1917 ( 6.620446e+04 , 1.229684e+06 ) 
1918 ( 6.734572e+05 , -2.205655e+06 ) 
1919 ( 1.335131e+06 , -1.074061e+06 ) 
1920 ( -5.689954e+05 , 1.213467e+06 ) 
1921 ( -1.605550e+05 , 1.214133e+06 ) 
1922 ( 1.163299e+06 , 2.285585e+06 ) 
1923 ( 4.539768e+05 , 1.098523e+06 ) 
1924 ( -3.781152e+04 , 5.029377e+05 ) 
1925 ( 8.764784e+05 , 1.823243e+06 ) 
1926 ( 2.405358e+05 , 2.324596e+06 ) 
1927 ( 8.858049e+05 , 2.336047e+06 ) 
1928 ( 1.511455e+06 , 2.869175e+06 ) 
1929 ( -9.839231e+05 , 1.070482e+06 ) 
1930 ( 4.899417e+05 , 1.781106e+06 ) 
1931 ( -4.978586e+04 , 1.286887e+06 ) 
1932 ( -4.294609e+05 , 1.824420e+06 ) 
1933 ( 1.252821e+06 , 1.487590e+06 ) 
1934 ( 1.136684e+06 , 1.923867e+06 ) 
1935 ( 1.007744e+06 , 1.915029e+06 ) 
1936 ( 1.348035e+06 , 2.021915e+06 ) 
1937 ( -3.761230e+05 , 7.714658e+05 ) 
1938 ( 9.607392e+05 , 1.319031e+06 ) 
1939 ( 2.293907e+05 , 1.267639e+06 ) 
1940 ( 5.059704e+05 , 1.598676e+06 ) 
1941 ( 1.390347e+06 , 7.062113e+05 ) 
1942 ( 1.798198e+06 , 2.541282e+06 ) 
1943 ( 1.640390e+06 , 2.244874e+06 ) 
1944 ( 1.789708e+06 , 1.569191e+06 ) 
1945 ( 1.986762e+05 , 1.945745e+06 ) 
1946 ( 5.733620e+05 , 3.404789e+06 ) 
1947 ( -2.600298e+05 , 2.724474e+06 ) 
1948 ( 9.846988e+05 , 3.005453e+06 ) 
1949 ( 2.325842e+06 , 1.687720e+06 ) 
1950 ( 1.438619e+06 , 2.744256e+06 ) 
1951 ( 3.929949e+05 , 2.416991e+06 ) 
1952 ( 1.281894e+06 , 3.275961e+06 ) 
1953 ( 3.153180e+06 , 9.738857e+05 ) 
1954 ( 2.776729e+06 , 1.021617e+06 ) 
1955 ( 7.930372e+05 , 2.277007e+06 ) 
1956 ( 7.568209e+05 , 1.270281e+06 ) 
1957 ( -1.476960e+05 , 3.119982e+06 ) 
1958 ( 1.155873e+05 , 2.975567e+06 ) 
1959 ( 9.390858e+05 , 4.403441e+06 ) 
1960 ( 6.449781e+04 , 3.612256e+06 ) 
1961 ( 3.874301e+05 , 1.533531e+06 ) 
1962 ( -3.980010e+05 , 3.362495e+05 ) 
1963 ( 1.491565e+06 , 3.771830e+06 ) 
1964 ( 7.103814e+05 , 1.666964e+06 ) 
1965 ( 1.191611e+06 , 3.596818e+05 ) 
1966 ( 1.718911e+06 , 1.613056e+06 ) 
1967 ( 1.192802e+06 , 2.975374e+06 ) 
1968 ( 5.355557e+05 , 1.348871e+06 ) 
1969 ( 1.006979e+06 , 2.874404e+06 ) 
1970 ( -1.580104e+06 , -5.689534e+05 ) 
1971 ( -4.289155e+06 , -7.562033e+05 ) 
1972 ( 1.984941e+06 , 6.636965e+04 ) 
1973 ( -3.128943e+05 , 1.472901e+06 ) 
1974 ( -1.876680e+06 , 9.535276e+05 ) 
1975 ( 1.523845e+06 , 1.443384e+06 ) 
1976 ( -4.398148e+05 , 1.041735e+06 ) 
1977 ( 5.842128e+06 , 1.657348e+06 ) 
1978 ( -2.622633e+06 , -5.103499e+05 ) 
1979 ( -2.061765e+05 , 1.679857e+06 ) 
1980 ( -9.321093e+05 , 1.683466e+06 ) 
1981 ( 1.049168e+06 , 1.420606e+06 ) 
1982 ( -1.763031e+06 , 3.778707e+05 ) 
1983 ( -2.193990e+06 , -1.014037e+06 ) 
1984 ( 9.968653e+04 , 5.151589e+05 ) 
1985 ( -1.661937e+06 , -2.193573e+06 ) 
1986 ( 8.631406e+05 , -1.426158e+06 ) 
1987 ( 5.095209e+05 , -2.606748e+06 ) 
1988 ( -1.396849e+06 , -2.856293e+06 ) 
1989 ( -4.417040e+05 , -2.224478e+06 ) 
1990 ( -1.485609e+06 , -1.902880e+06 ) 
1991 ( -1.266218e+06 , -3.492960e+06 ) 
1992 ( -1.174272e+06 , -3.573843e+06 ) 
1993 ( -1.812293e+06 , -1.839480e+06 ) 
1994 ( -1.459266e+06 , -1.895444e+05 ) 
1995 ( -8.691182e+05 , -1.779086e+06 ) 
1996 ( -2.028630e+05 , -2.809371e+06 ) 
1997 ( 2.640629e+06 , -5.058177e+06 ) 
1998 ( 1.285142e+06 , -8.266246e+04 ) 
1999 ( -2.160503e+06 , 2.916164e+04 ) 
2000 ( -2.393738e+06 , -6.145320e+05 ) 
2001 ( 5.506737e+05 , -1.430954e+06 ) 
2002 ( 5.901948e+05 , -2.492532e+06 ) 
2003 ( -4.400749e+04 , -1.650744e+06 ) 
2004 ( -2.708217e+06 , -1.572103e+06 ) 
2005 ( -3.299242e+06 , -1.238697e+06 ) 
2006 ( -1.529237e+06 , -1.489745e+06 ) 
2007 ( -5.192573e+05 , -1.539151e+06 ) 
2008 ( -1.249223e+06 , -8.165072e+05 ) 
2009 ( -3.870399e+05 , -1.519725e+06 ) 
2010 ( 3.727131e+05 , -1.279679e+06 ) 
2011 ( -1.240148e+06 , 3.674428e+05 ) 
2012 ( -2.670992e+06 , -7.243958e+04 ) 
2013 ( -8.807355e+05 , -1.230012e+05 ) 
2014 ( -9.644142e+05 , -3.474237e+06 ) 
2015 ( -2.226458e+06 , -3.579692e+06 ) 
2016 ( -2.622177e+06 , -1.329111e+06 ) 
